Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
10	1107	35.6832	-65.1503	96.0468	
10	1123	35.7126	-65.0127	96.0095	
10	1140	35.7251	-64.7332	96.0217	
10	1157	35.7537	-64.5637	95.9711	
10	1173	35.7479	-64.3864	95.9179	
10	1190	35.7822	-64.1495	95.9035	
10	1207	35.785	-63.9345	95.8906	
10	1223	35.8134	-63.6852	95.8604	
10	1240	35.8231	-63.4498	95.816	
10	1257	35.867	-63.1899	95.8143	
10	1273	35.8459	-63.0069	95.7604	
10	1290	36.1604	-63.8929	92.5442	
10	1307	36.2267	-63.6273	92.4692	
10	1323	36.2043	-63.4785	92.3504	
10	1340	36.2733	-63.196	92.394	
10	1357	36.2646	-62.9743	92.4262	
10	1373	36.2972	-62.757	92.4168	
10	1390	36.2756	-62.566	92.3424	
10	1407	36.31	-62.3185	92.3918	
10	1423	36.2157	-62.2902	92.3554	
10	1440	36.2825	-62.0649	92.3425	
10	1457	36.2547	-61.8939	92.3387	
10	1473	36.2555	-61.7417	92.3402	
10	1490	36.2973	-61.5293	92.2422	
10	1507	36.2658	-61.4545	92.2367	
10	1523	36.2581	-61.3728	92.2336	
10	1540	35.9546	-62.1513	89.2929	
10	1557	35.9248	-62.3131	88.4791	
10	1573	35.9733	-62.2392	88.4733	
10	1590	35.9263	-62.2253	88.4303	
10	1607	35.9531	-62.1357	88.0302	
10	1623	35.9173	-62.1598	87.9925	
10	1640	35.9306	-62.1215	88.0438	
10	1657	35.9843	-62.0969	87.9942	
10	1673	35.9826	-62.0868	88.0007	
10	1690	35.9661	-62.2042	87.9269	
10	1707	35.9942	-62.205	87.9409	
10	1723	35.9641	-62.2708	87.9116	
10	1740	35.9579	-62.3612	87.9629	
10	1757	36.0092	-62.3794	87.8925	
10	1773	35.9554	-62.5637	87.8522	
10	1790	35.9759	-62.6115	87.9031	
10	1807	35.9363	-62.7788	87.9005	
10	1823	35.9824	-62.8622	87.8822	
10	1840	35.9397	-63.0662	87.4068	
10	1857	36.0752	-62.9848	86.5625	
10	1873	36.0285	-63.1967	86.5026	
10	1890	36.0241	-63.3461	86.4903	
10	1907	36.0213	-63.4669	86.4986	
10	1923	36.0309	-63.2954	86.7145	
10	1940	35.9736	-62.9749	87.1717	
10	1957	35.9172	-63.216	87.088	
10	1973	35.9365	-63.324	87.1851	
10	1990	35.8812	-63.5582	87.1031	
10	2007	35.8812	-63.6763	87.1095	
10	2023	35.7989	-63.933	87.1286	
10	2040	35.7701	-64.1757	87.065	
10	2057	35.784	-64.245	87.128	
10	2073	35.7383	-64.4511	87.1263	
10	2090	35.7095	-64.6424	87.1435	
10	2107	35.6784	-64.7512	87.2481	
10	2123	35.625	-64.9794	87.2496	
10	2140	35.5968	-65.1292	87.2535	
10	2157	35.5709	-65.2608	87.3405	
10	2173	35.5388	-65.3952	87.4357	
10	2190	35.5033	-65.498	87.5133	
10	2207	35.4702	-65.6333	87.5225	
10	2223	35.4529	-65.7263	87.6189	
10	2240	35.4098	-65.9161	87.7033	
10	2257	35.3919	-65.9722	87.7645	
10	2273	35.3886	-66.0998	87.7758	
10	2290	35.312	-66.2578	87.8456	

